nombre,Tipo_ID,Etapa_ID,Area_ID
"Barrio Los Piletones: Demolición De Viviendas Para Apertura Y Liberación De Espacios, Manzana Nº 9 Del Barrio Los Piletones",8,1,3
Barrio Los Piletones: Demolición De Viviendas Para Apertura Y Liberación De Espacios En La Manzana Nº 10 Del Barrio Los Piletones,8,1,3
Barrio Fraga: Vivienda,3,1,4
Barrio Los Piletones: Demolición De Vivienda Para Materialización De Ochava En La Manzana 5a - Casa 1732/1- Barrio Los Piletones,8,1,3
Barrio Fraga: Vivienda,3,1,4
Buenos Aires Playa 2016: Parque Indoamericano Obra Civil,2,1,3
Buenos Aires Playa 2016:Parque Indoamericano Mantenimiento,2,1,3
Buenos Aires Playa 2016: Parque Indoamericano - Instalación Eléctrica,2,1,3
Barrio Los Piletones: Demolición De Viviendas Para La Liberación De Espacios Manzana Nº 10,8,1,3
Barrio Los Piletones: Mejoramiento Del Sector Liberado Sobre El Lago Soldati Manzana NÂ° 9,8,1,3
Rafael del Riego y Nuñez: Patio de Juegos.,2,1,6
Barrio Ramon Carrillo: Cerco En Parroquia BÂ° Ramon Carrillo,2,1,3
Barrio 20: Sector consolidado - Red peatonal y alumbrado,2,2,4
Barrio 26 De Junio: Conexiones Eléctricas En Complejo Habitacional 33 Viviendas,8,1,3
Barrio 26 De Junio: Mejoras De Tendido Cloacal En El Complejo Habitacional 33 Viviendas-Riestra Y Portela,8,1,3
Terminal Dellepiane: Muro Divisorio Estación Terminal Sur-Campo De Deportes Jorge Newery La Quemita-Club Huracán,2,1,3
Parque Roca: Remodelación Del Sector Confiterí­a Y Sanitarios Sector Tenis (C) Parque Roca,2,1,3
"Barrio 59 Viviendas: Reconstrucción De Las Unidades Funcionales 29, 30,49 Y 50 Del Complejo Habitacional Néstor Kirchner Sito En La Av. Escalada Nº 4551",3,1,3
Parque Patricios: Puesta En Valor De Plazoleta Pringles Y Calle Corrales Viejos,2,1,3
Distrito De Las Artes: Puesta En Valor Calle Necochea Entre Brandsen Y Av. Pedro De Mendoza,2,1,3
Barrio Los Piletones: Instalación De Cañerí­a Para La Provisión Del Servicio De Agua Potable Al BÂ° Los Piletones,8,1,3
Distrito De Las Artes: Puesta En Valor Calle Pedro De Mendoza Entre Brasil Y Aristóbulo Del Valle,2,1,3
Parque Roca: Puesta En Valor Baños Y Sala De Médicos - Parque Roca - Sector C,2,1,3
Parque Roca: Puesta En Valor De Dos Canchas De Tenis De Piso Cemento - Parque Roca Sector C,2,1,3
Parque Roca: Obras Complementarias Para Piletas De Natación - Parque Roca Sector C,2,1,3
Parque Roca: Cerco En Lago - Parque Roca Sector C,2,1,3
Barrio Los Piletones: Ejecución De Calle De Enlace Entre El Complejo Habitacional Los Piletones Y Av. Asturias,8,1,3
Barrio Los Piletones: Obras Complementarias De Infraestructura Y Puesta En Régimen En Barrio Piletones Y Barrio Ramon Carrillo,8,1,3
Obras Comuna 8: Remodelación De Viviendas Incendiadas En El Conjunto Habitacional 180 Viviendas Sito En Av. Fernández De La Cruz Y Av. Lacarra,5,1,3
"Obras Comuna 8: Retiro De Autos Abandonados, Muebles Y Chatarra En Predio De Futura Apertura Sito En La Calle San Pedrito Entre 27 De Febrero Y Calle Cook",8,1,3
Barrio Los Piletones: Tendido Eléctrico - Gabinete De Tablero Y Alumbrado,8,1,3
"Obras Comuna 8: Reconstrucción De Las Unidades Funcionales 29, 30, 49 Y 50 Del Ch Néstor Kirchner",5,1,3
Obras Comuna 8: Tendido De Alimentadores Eléctricos Oficinas Cbas - Edificio Cis,8,1,3
Parque Roca: Remodelación De Cocina Del Sector Tenis - Acceso C - Parque Roca,5,1,3
Distrito Del Deporte: Cerco Perimetral De Cancha De Futbol - Club Social Cultural Y Deportivo Unidos De Mataderos - Av. Eva Perón 7164,2,1,3
Distrito Del Deporte: Construcción De Sanitarios Para Personal De Boletería - Club San Lorenzo De Almagro,5,1,3
Ctc: Obras Complementarias De La Construcción De Un Acceso Provisorio Al Ctc - Traza Parcial Futura Rama 8,8,1,3
Ctc: Construcción De Un Acceso Provisorio Al Centro De Transferencia De Cargas-Traza Parcial Futura Rama 8-Elaboración De Proyecto Ejecutivo Y Pavimentación,8,1,3
Ctc: Modificación De La Intersección De La Av. 27 De Febrero Con La Calle Pergamino,8,1,3
Barrio Los Piletones: Adecuación Y Refacción Edilicia De Incubadora De Empresas De Base Social - Barrio Los Piletones,5,1,3
Autódromo Oscar Y Alfredo Gálvez: Nuevo Vallado Circuito 12 - Obra Civil - Autódromo De La Ciudad D Buenos Aires,2,1,3
Barrio Los Piletones: Pavimentación Con Concreto Asfáltico De Calle Vehicular Continuación Calle Plumerillo - BÂ° Los Piletones,8,1,3
Distrito De Las Artes: Adaptación De Predio Para Traslado De Transformadores - Plaza Usina Del Arte,2,1,3
Distrito Del Deporte: Construcción De Muro Perimetral - Asociación Civil Nueva Estrella,5,1,3
Obras Comuna 4: Recambio De Cubierta En Quincho Darling Tennis Club,5,1,3
Distrito Del Deporte: Anexo Club Torino - Mejoras En Cancha De Futbol,5,1,3
Buenos Aires Playa 2017: Parque Indoamericano - Instalación Eléctrica,2,1,3
Buenos Aires Playa 2017: Parque Indoamericano - Mantenimiento,2,1,3
Plaza Noruega,2,1,6
Barrio 26 De Junio: Rejas Perimetrales Centro Parroquial - Barrio 33 Viviendas,2,1,3
Barrio 26 De Junio: Obras De Tendido De Agua Potable (Infraestructura) Complejo Habitacional 33 Viviendas,8,1,3
Barrio Los Piletones: Cercado Y Mejoramiento - Plaza Mz 191 - Ch Piletones,2,1,3
Obras Comuna 1: Restauración Del Frente Luis Saenz Peña Nº 1620- Caba,3,1,3
Barrio Los Piletones: Saneamiento Y Relleno Pileton - Barrio Los Piletones,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Platea B,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Escaleras,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Palco A,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribunas De 1 A 4,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribunas De 5 A 9,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribunas De 10 A 15,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Platea A,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Sanitarios,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Palco B,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Estructura Para Lonas En Escaleras,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Cama De Hormigón Triturado â Circuito Nº 12 â Obra Civil,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Acceso,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tanque De Agua,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Plaza De Honor,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Muro Perimetral,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Túnel Peatonal,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Estructura Sobre Barandas En Plateas,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Tribuna Central,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Intervención Horquilla,2,1,3
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Provisión E Instalación De Butacas En Platea A,2,1,3
Centro Comercial A Cielo Abierto Av. Almirante Brown (E/ Av. Pedro De Mendoza Y Av. Martí­n Garcí­a),2,1,8
Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez - Provisión E Instalación De Butacas En Tribuna Central,2,1,3
Parque Patricios: Área de servicios.,2,1,8
Centro Comercial A Cielo Abierto Av. ílvarez Jonte (E/Joaquí­n V. González Y Lope De Vega),2,1,8
Av. Córdoba (E/ Cerrito Y Callao): Rehabilitación,2,1,8
Centro Comercial A Cielo Abierto Av. Corrientes ( E/ Callao Y Pueyrredón).,2,1,8
Centro Comercial a Cielo Abierto Av. Corrientes (E/ Acevedo y Julián ílvarez),2,1,8
Eje Corrientes: Centro Comercial A Cielo Abierto Av. Corrientes (E/ Mario Bravo Y Palestina),2,1,8
"Avenida de Mayo, Entorno plazas, Virrey Cevallos: Renovación ",2,1,8
Centro Comercial A Cielo Abierto Av. Gaona (E/ Donato ílvarez Y Argerich),2,1,8
"Esquinas Salcedo, Mármol, Las Casas y Muñiz: Puesta en valor del entorno ",2,1,8
Centro Comercial A Cielo Abierto Av. Lope De Vega (E/ Tinogasta Y Gral. Paz),2,1,8
Centro Comercial a Cielo Abierto Av. Montes De Oca (E/ B Quinquela y Av. Martí­n Garcí­a),2,1,8
Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo I,2,1,8
Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo II,2,1,8
Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Helguera Y Av. Donato ílvarez),2,1,8
Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Callao Y Pueyrredón),2,1,8
Centro Comercial a Cielo Abierto Av. San Juan (E/ Colombres y Virrey Liniers),2,1,8
Paseo Av. Sarmiento (Ramí­rez),2,1,8
