nombre,Tipo_ID,Etapa_ID,Area_ID
Centro Comercial A Cielo Abierto Av. Varela (E/ Eva Perón Y Bajo Autopista Au. 25 De Mayo),2,1,8
Boulevard San Isidro Labrador: Renovación,2,1,8
Centro Comercial A Cielo Abierto Avellaneda E/ Terrada Y Emilio Lamarca,2,1,8
Centro Trasbordo Constitución,2,1,8
Conector Ambiental Av. Soldado De La Frontera,2,1,8
Corredor Verde del Oeste: Tramo I - Cruce Medrano,2,1,8
Corrientes Cultural - Etapa I (E/ Pellegrini y Suipacha),2,1,8
Corrientes Cultural - Etapa I (E/ Suipacha y Florida),2,1,8
Corrientes Cultural - Etapa II (E/ Callao y Cerrito),2,1,8
Estación Colegiales ( FFCC Mitre): Renovación del entorno,2,1,8
Estación Rivadavia ( FFCC Mitre): Renovación del entorno,2,1,8
Hospital Piñero: Renovación Del Entorno,2,1,8
Hospital Pirovano: Renovación Del Entorno,2,1,8
Paseo Caminito: Renovación del entorno,2,1,8
Plaza Miserere: Renovación del entorno,2,1,8
Polideportivo Parque Patricios: Renovación del entorno,2,1,8
Eje Comercial Av. Entre Rí­os - Callao (Entre Av. Corrientes Y Av. Garay),2,1,8
Centro Cultural Recoleta: Equipamiento,2,1,8
Plan Once: Etapa IV,2,1,8
Plan Once: Etapa V,2,1,8
Eje Perón: Puesta en valor de fachadas - Etapa II,2,1,8
Eje Corrientes: Puesta en valor de fachadas - Etapa III,2,1,8
Facultad de Odontologí­a: Renovación del entorno,2,1,8
Corredor Verde del Oeste: Puesta en valor de puentes sobre ferrocarril Sarmiento,2,1,8
Once: Paseo Comercial,2,1,8
Iglesia Santa Felicitas: Puesta en valor,2,1,8
Eje Cí­vico: Iluminación Fachadas Emblemáticas,2,1,8
Plaza Juan XXIII: Puesta en valor,2,1,8
Centro Comercial A Cielo Abierto Lavalle (E/ Carlos Pellegrini Y Florida),2,1,8
Ejes comerciales Castelli y V. Gómez: Nivelación,2,1,8
Estación Once de Septiembre: Puesta en valor de fachada,2,1,8
Templo Libertad y Museo (Conjunto Cira): Puesta en valor de fachada,2,1,8
Edificio Ateliers: Puesta en valor de fachada,2,1,8
Avenida de Mayo: Puesta en valor de fachadas,2,1,8
Av. Entre Rí­os: Puesta en valor de fachadas,2,1,8
Calle Suipacha: Puesta en valor de fachadas,2,1,8
Paseo Caminito: Puesta en valor de fachadas,2,1,8
Escuela Presidente Roca: Puesta en valor de la fachadas,2,1,8
Hospital Rivadavia: Puesta en valor de fachada,2,1,8
Iglesia Del Socorro: Puesta en valor de fachada,2,1,8
Calle Marcelo T. De Alvear: Puesta en valor de fachadas,2,1,8
Palacio Noel: Puesta en valor de fachada,2,1,8
Racing Club - Villa Del Parque: Puesta en valor de fachada,2,1,8
Recova de Once: Puesta en valor de fachadas,2,1,8
"Iglesias Santí­simo Sacramento, Metodista y Alemana: Puesta en valor de fachadas",2,1,8
Túneles Min. Carranza y Av. Libertador: Puesta en valor,2,1,8
Plaza Italia - Libreros: Rehabilitación De Puestos,2,1,8
"Recuperación De Bajo Autopistas 25 De Mayo (Av. Entre Rí­os, Av. Jujuy, Av. Boedo, Av. La Plata, Av. J. M. Moreno)",2,1,8
Lavalle (E/ Talcahuano Y Callao): Rehabilitación de calle,2,1,8
Retiro - Etapa II: Suipacha I + Sgto. Cabral + Juncal,2,1,8
Retiro - Etapa III: Suipacha II + Arroyo + Juncal,2,1,8
Retiro - Etapa I: Basavilbaso + Juncal,2,1,8
Santa Casa Ejercicios Espirituales: Puesta en valor de fachada y entorno,2,1,8
Centro Comercial a Cielo Abierto Suárez (E/ Av. Patricios e Isabel La Católica),2,1,8
Plaza Lavalle: Renovación integral,2,1,8
"Calles Lavalle, Diagonal Norte Y Pasaje Del Carmen: Rehabilitación",2,1,8
Plaza Lavalle: Rehabilitacióin de las calles del entorno,2,1,8
Barrio Fraga: Vivienda,3,1,4
Barrio Papa Francisco: Etapa 6,3,1,4
Barrio Rodrigo Bueno: Infraestructura,3,1,4
Barrio Rodrigo Bueno: Movimiento de suelo,3,1,4
Barrio Rodrigo Bueno: Vivienda nueva (611 UF),3,1,4
Papa Francisco: Etapa 6,9,1,4
Barrio 20: Cancha De Los Huérfanos,2,1,9
Barrio 20: Sector Consolidado - Red De Infraestructura,4,1,9
Barrio 21 24: Infraestructura Manzana 12 Y 13,4,1,9
Barrio 21 24: Plaza Seca,2,1,9
Barrio 21 24: Plaza Cinthia,2,1,9
Entorno Cildañez: Eje White,2,1,9
"Barrio 15: Infraestructura, Pavimentación Y Puesta En Valor De Espacio Público Cañada De Gómez (Sector 1-2-3)",2,1,9
Barrio 21 24: Pasaje Daniel De La Sierra,4,1,9
Barrio Calaza: Complejo 8 Torres,2,1,9
Nido Soldati: Ampliación,5,1,9
Barrio 15: Eje Ferroviario,4,1,9
Jardí­n de Infantes Integral N.° 9 D.E. 21,1,1,1
Jardí­n de Infantes Integral N.° 3 D.E. 15,1,1,1
Jardí­n de Infantes Integral N.° 10 D.E. 4,1,1,1
Jardí­n de Infantes Integral N.° 14 D.E. 5,1,1,1
Jardí­n de Infantes Integral N.° 14 D.E. 19,1,1,1
Polo educativo Mataderos - Jardí­n de Infantes Integral N.° 9 D.E. 20,1,1,1
Jardí­n de Infantes Integral N.° 11 D.E. 6,1,1,1
ENS N.° 3 Bernardino Rivadavia,1,1,1
Escuela Primaria N.Â° 6 D.E. 20 Â«Prof. Felipe BoeroÂ»,1,1,1
Polo Educativo Lugano - Jardí­n de Infantes Común N.° 15 D.E. 21,1,1,1
Jardí­n Infantil Integral N.° 16 D.E. 21,1,1,1
Jardí­n de Infantes Integral N.° 13 D.E. 4,1,1,1
Jardí­n de Infantes Integral N.° 17 D.E. 21,1,1,1
Jardin de Infantes Integral N° 16 D.E 5,1,1,1
Jardí­n de Infantes Integral NÂ° 18 D.E. 21,1,1,1
Escuela Primaria Común N.° 5 D.E. 5,1,1,1
"Escuela Infantil N.° 6 D.E. 6 ""Hospital Ramos Mejí­a""",1,1,1
Jardí­n de Infantes Integral N.° 15 D.E. 5,1,1,1
Jardín de Infantes Integral Nº 05 D.E. 03,1,1,1
Escuela Infantil N.° 19 D.E. 5,1,1,1
"Polo Piedrabuena - Escuela de Educación Media N.° 1 D.E. 20 ""Biblioteca del Congreso de la Nación""",1,1,1
Escuela Superior de Educación Artí­stica en Teatro,1,1,1
Esc. Primaria Común N° 18 Jorge Newbery,1,1,1
Escuela de danzas N° 02 Jorge Donn,1,1,1
Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo,1,1,1
Jardí­n de Infantes Integral N.° 5 D.E. 17,1,1,1
Barrio 31: Polo Educativo Mugica: Escuela Primaria Común N° 25 Bandera Argentina,1,1,1
Barrio 31: Polo Educativo Mugica - Escuela De Educación Media N° 01,1,1,1
Polo educativo Mataderos - Escuela de Educación Primaria N.Â° 23 D.E. 20,1,1,1
Polo educativo Mataderos - Escuela Técnica N.° 20 D.E. 20,1,1,1
Polo Educativo Mataderos: Polideportivo,1,1,1
Polo Educativo Piedrabuena. Escuela primaria. EPC 24 DE 20,1,1,1
Esc. Primaria 21 DE 5,1,1,1
Escuela Primaria Común N.° 12 D.E. 21,1,1,1
Esc. Primaria Común N° 09 Benito Juárez: Obras generales.,1,1,1
Escuela de educación especial y formación laboral N° 28 Prof. Bartolomé Ayrolo: Obra de infraestructura,1,1,1
Escuela Primaria Común N° 21 Rompehielos Gral. San Martin: Obra de infraestructura,1,1,1
Escuela Primaria Común N° 10 Juan Andrés de la Peña: Mejora Edilicia.,1,1,1
Escuela De Educación Media N° 05/21° Juan Manuel Fangio / Escuela Primaria Común N° 16 Dr. Sofanor Novillo Corvalán: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 08 Dr. Dalmacio Vélez Sarsfield: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 13 Presbí­tero Alberti: Mejora edilicia.,1,1,1
Esc. Técnica N° 30 Dr. Norberto Piñero: Obras generales,1,1,1
Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (Sede) Primario: Obras generales,1,1,1
Escuela De Bellas Artes Lola Mora: Obra de infraestructura,1,1,1
Esc. Primaria Común N° 08 Luis Federico Leloir: Obras generales,1,1,1
Escuela Primaria Común N° 04 Provincia De Córdoba: Mejora Edilicia.,1,1,1
Esc. Primaria Común N° 23 Saturnino Segurola: Obras generales.,1,1,1
Escuela De Recuperación N° 07: Mejora Edilicia,1,1,1
Esc. Técnica N° 12 Libertador Gral. José De San Martin: Obras generales,1,1,1
Escuela Integral Interdisciplinaria Nº 20 Alicia Moreau De Justo: Obra de infraestructura,1,1,1
Esc. Normal Superior N° 05 Gral. Don Martí­n Miguel De Gí¼emes: Obras generales,1,1,1
Liceo N° 05 Pascual Guaglianone / Escuela Técnica N° 18 José Antonio ílvarez Condarco: Obra de infraestructura,1,1,1
Liceo N° 05 Pascual Guaglianone / Esc. Técnica N° 18 José Antonio ílvarez Condarco: Obras generales,1,1,1
Esc. Primaria Común N° 22 Rufino Luro Cambaceres: Obras generales,1,1,1
 Polo Educativo Mugica: Esc. De Educación Media N° 01.Obras generales,1,1,1
Esc. Primaria Común N° 08 Alte. Manuel Blanco Encalada / Jardí­n De Infantes Nucleado e Juana Manso: Obras generales,1,1,1
Esc. Primaria Común N° 01 Casto Munita: Obras generales,1,1,1
Instituto de Formación Técnica Superior N° 14 / Ciclo Básico de Formación Ocupacional N° 04 - Ampliación.,1,1,1
Escuela Técnica N° 07 Dolores Lavalle De Lavalle: Obra de infraestructura.,1,1,1
Escuela Primaria Común N° 07 Niñas De Ayohuma / Jardí­n De Infantes Común N° 06: Obra de infraestructura,1,1,1
Liceo N° 08 Esteban Echeverrí­a: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 30 Granaderos de San Martin: Mejora Edilicia.,1,1,1
Esc. Superior De Enfermerí­a Dra. Cecilia Grierson: Obras generales,1,1,1
Escuela Primaria Común N° 09 Mariano Moreno: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 13 Raúl Scalabrini Ortiz / Jardí­n De Infantes Común N° 08: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 11 José Federico Moreno: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 03 Dr. Manuel Augusto Montes De Oca: Mejora Edilicia,1,1,1
Escuela De Educ. Espec. N° 33 Santa Cecilia: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 27 Deán Funes: Mejora Edilicia,1,1,1
Esc. De Educación Media N° 04 Homero Manzi: Obras generales,1,1,1
Escuela Primaria Común N° 01 Alte. Guillermo Brown: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 23 Cañada: Mejora Edilicia,1,1,1
Escuela De Educ. Espec. N° 05 Dr. íngel Ardaiz: Mejora edilicia.,1,1,1
Sc. Primaria Común N° 18 Gendarmerí­a Nacional: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 07 Aeronáutica Argentina (Sede): Mejora edilicia.,1,1,1
Escuela Primaria Común N° 13 Leopoldo Marechal: Mejora Edilicia,1,1,1
Escuela Técnica N° 08 Paula Albarrací­n De Sarmiento: Obra de infraestructura.,1,1,1
Escuela Primaria Común N° 06 Carlos Guido y Spano: Mejora Edilicia,1,1,1
Polideportivo: Obra de infraestructura,1,1,1
Escuela Primaria Común N° 09 Héctor Panizza: Obra de infraestructura,1,1,1
Escuela Primaria Común N° 16 Ricardo Rojas: Mejora edilicia.,1,1,1
Esc. Técnica N° 01 Ing. Otto Krause: Obras generales,1,1,1
Escuela Primaria Común N° 09 José Marí­a Paz: Mejora edilicia.,1,1,1
Escuela De Comercio N° 30 Dr. Esteban Agustí­n Gascón,1,1,1
Escuela Primaria Común N° 05 Vicente López Y Planes: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 08 Dr. Arturo Mateo Bas: Obra de infraestructura.,1,1,1
Esc. Primaria Común N° 18 Provincia de Tierra del Fuego: Obras generales.,1,1,1
Casa Amarilla Modular: Obra de infraestructura.,1,1,1
Escuela Primaria Común N° 15 Gral. José Gervasio De Artigas: Obra de infraestructura,1,1,1
Escuela Primaria Común N° 20 Mariano Sánchez De Loria: Mejora Edilicia.,1,1,1
Mejora Edilicia: Jardí­n De Infantes Común N° 02 Prof. Marina Margarita Ravioli,1,1,1
Escuela Primaria Común N° 25 Carmen Sonda De Pandolfini.,1,1,1
Barrio 1 11 14: Eje Aliviador Varela,4,1,9
Barrio 31: Plaza Manzana 103,2,1,9
Barrio 31: Plaza De Los Gordos - Triángulo,2,1,9
Barrio 31: Cancha Luján,2,1,9
Barrio 31: Reordenamiento Av. Gendarmerí­a Nacional,2,1,9
Escuela Metropolitana de Arte Dramático (Sede Forest),5,1,7
Conservatorio Superior de Música de la Ciudad de Buenos Aires Astor Piazzolla y Conservatorio Superior De Música Manuel De Falla,5,1,7
Instituto Vocacional de Arte (Sede Pio Collivadino),5,1,7
Barrio 21 24: Canchas Tierra Amarilla,2,1,9
Entorno Cildañez: Eje Zuvirí­a,2,1,9
Barrio 1 11 14: Cancha De Los Paraguayos,2,1,9
Barrio 31: Cancha 9,2,1,9
Barrio 31: Cancha Pichones,2,1,9
Barrancas de Belgrano: Puesta en valor.,2,1,8
Plaza del Congreso: Puesta en valor,2,1,8
Parque Tres De Febrero. Escenario Flotante,2,1,8
Centro De Transferencia Constitución - Plaza: Puesta en valor,2,1,8
Jardí­n Botánico: Nuevo acceso,2,1,8
Parque Tres De Febrero. Moa,2,1,8
Parque Chacabuco: Puesta en valor,2,1,8
Plazoleta Avelino Gutiérrez,2,1,8
Parque Avellaneda: Nueva vereda,2,1,8
Parque Tres De Febrero: Circuito Aeróbico Entorno Golf,2,1,8
Barrio 31: Nueva Plaza Av Gendarmerí­a,2,1,8
9 de Julio: Puesta en valor entorno Guardia de Auxilio,2,1,8
Pirámide De Mayo: Restauración,2,1,8
9 de Julio y Av. San Juan (Bajo Puente): Puesta en valor,2,1,8
Cementerio de Chacarita: Puesta en valor,2,1,8
Nuevo Parque Elcano.,2,1,8
Plaza Italia: Puesta en valor.,2,1,8
Canil Mafalda,2,1,8
Canil Aristóbulo Del Valle,2,1,8
Canil Padre Múgica,2,1,8
Canil Parque De Las Victorias,2,1,8
Canil 1° De Mayo,2,1,8
Canil Santojanni,2,1,8
Canil Lavalle,2,1,8
Nueva Plaza de Proximidad en Comuna 11: Empedrado,2,1,8
Parque Rivadavia: Nueva vereda,2,1,8
Parque los Andes: Nueva vereda.,2,1,8
Nueva Plaza de Proximidad en Comuna 7: Albarrací­n 1470,2,1,8
Nueva Plaza de Proximidad en Comuna 13: Cramer 475,2,1,8
Edificio Ex-Padelai: Recuperación y puesta en valor,5,1,8
Edificio Ex-Padelai: Recuperación de fachada,5,1,8
Parque Tres De Febrero. Puesta En Valor Velódromo Y Entorno,2,1,8
Parque Las Heras: Nueva vereda,2,1,8
Polo Circo: Nueva vereda,2,1,8
Olimpo,2,1,8
Nueva Plaza de Proximidad en Comuna 10: Aguaribay 6768,2,1,8
Parque Alberdi: Puesta en valor,2,1,8
Plaza Gould: Puesta en valor,2,1,8
Nueva Plaza Bajo Au. Gral Paz Y Av. Juan B Justo,2,1,8
Paseo Lineal Canal 7,2,1,8
Parque Las Heras: Puesta en valor integral,2,1,8
Boulevard Vera Peñaloza,2,1,8
Nueva Plaza Casa Amarilla,2,1,8
Barrio 31: Calle Manzana 104 Y 12,2,1,9
Barrio 31: Calle Avellaneda,2,1,9
Barrio 21 24: Club Zavaleta Jr Etapa 2,5,1,9
Barrio 21 24: Portal Mundo Grúa,5,1,9
Barrio 1 11 14: Cloacas En Cancha Paraguayo,4,1,9
Barrio 1 11 14: Infraestructura Cloacal En Pasaje San Jorge,2,1,9
Escuela Primaria Común N° 17 Pedro Melitón Ledesma: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 20 Eloy Fernández Alonso,1,1,1
Escuela Primaria Común N° 06 Vicente Fidel López: Mejora Edicilicia.,1,1,1
Escuela Primaria Común N° 25 Republica De Guatemala,1,1,1
Escuela Primaria Común N° 10 Dr. Ramon J. Carcano.,1,1,1
Colegio N° 08 Julio Argentino Roca: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 08 Jorge íngel Boero: mejora edilicia.,1,1,1
Escuela Primaria Común N° 18 Dr. Rafael Herrera Vegas: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 24 C. Y F. Pizarro Y M. Pizarro Y Monje: Mejora edilicia,1,1,1
Instituto De Formación Técnica Superior N° 25: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 09 Dr. José Benjamí­n Zubiaur: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 11 Ponciano Vivanco: Mejora Edilicia,1,1,1
Escuela Infantil N° 05: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 20 Nieves Escalada De Oromi: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 07 Gral. Gí¼emes: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 18 San Juan Bautista De La Salle: Mejora Edilicia,1,1,1
Escuela Primaria N° 20 Maestro Carlos Alberto Carranza: Mejora Edilicia,1,1,1
Jardí­n De Infantes Integral N° 03: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 06 Dr. Carlos Vaz Ferreira: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 04 Ricardo Gí¼iraldes: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 07 Juan De Garay: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 06 Luis Pasteur: mejora edilicia.,1,1,1
Escuela Primaria Común N° 14 Leopoldo Lugone: mejora edilicia,1,1,1
Escuela Primaria Común N° 06 Delfí­n Jijena: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 11 Fray Luis Beltrán: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 03 República Francesa: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 11 República del Perú: mejora edilicia.,1,1,1
Escuela Primaria Común N° 01 Prof. José Onaindia: mejora edilicia.,1,1,1
Escuela Primaria Común N° 02 Prof. Juan José Millan: mejora edilicia.,1,1,1
Escuela Primaria Común N° 03 Emilio Giménez Zapiola: mejora edilicia.,1,1,1
Escuela Primaria Común N° 04 Cnel. De Marina Tomas Espora: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 12 Gran Mariscal Del Perú Ramón Castilla: mejora edilicia.,1,1,1
Escuela Hospitalaria N° 03 Dr. Pedro De Elizalde: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 03 Juan Marí­a Gutiérrez: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 15 Arzobispo Mariano Antonio Espinosa: Mejora edilicia.,1,1,1
Escuela De Comercio N° 09 José Ingenieros: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 04 José Jacinto Berruti: Mejora Edilicia,1,1,1
Jardí­n de Infantes Integral N° 01 Benito Quinquela Martin: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 28 Francisco Pascasio Moreno: Mejora edilicia.,1,1,1
Escuela Técnica N° 04 Republica Del Lí­bano: Mejora edilicia.,1,1,1
Escuela Integral Interdisciplinaria N.° 17,1,1,1
Escuela Infantil N.° 9 D.E. 5,1,1,1
Escuela De Bellas Artes Rogelio Yrurtia,1,1,1
Escuela Técnica N° 08 Paula Albarrací­n De Sarmiento: Mejora Edilicia.,1,1,1
Escuela De Recuperación N° 08 Luis Vernet: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 05 Juan B. Peña: Mejora edilicia,1,1,1
Escuela Primaria Común N° 19 Florencio Balcarce: Mejora Edilicia,1,1,1
Escuela Técnica N° 34 Ing. Enrique Martin Hermitte: Mejora edilicia.,1,1,1
Escuela Primaria P/Adultos N° 29 Manuel Belgrano: Mejora edilicia.,1,1,1
Jardí­n De Infantes Común N° 03/03° San Telmo: Obras generales,1,1,1
Esc. Primaria Común N° 20 Vicealmirante Vicente E. Montes: Obras generales.,1,1,1
Esc. Normal Superior N° 04 Estanislao Severo Zeballos: Obras generales,1,1,1
Esc. Técnica N° 21 Fragata Escuela Libertad: Obras generales,1,1,1
Escuela Primaria Común N° 19 Fragata Ara Libertad: mejora edilicia.,1,1,1
Esc. Primaria Común N° 24 Contraalmirante Martin Guerrico: Obras generales,1,1,1
Ciclo Básico De Formación Ocupacional N° 03 Olga Cossettini: Mejora Edilicia,1,1,1
Escuela De Educ. Espec. N° 14 Constancio C. Vigil: Mejora Edilicia,1,1,1
Esc. Primaria Común NÂ° 12 Presbí­tero Prof. V. Montes Carballo: Obras generales.,1,1,1
Esc. Primaria Común N° 22 Antonio Abraham Zinny: Obras generales,1,1,1
Escuela Domiciliaria N° 02: mejora edilicia.,1,1,1
Escuela Técnica N° 15 Maipú: Mejora edilicia.,1,1,1
Escuela De Cerámica N° 02: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 02 Domingo Faustino Sarmiento: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 23 Gral. De División Manuel N. Savio: Mejora Edilicia,1,1,1
Esc. Primaria Común N° 02 Patria Grande: Obras generales.,1,1,1
Escuela Primaria Común N° 10 Joaquí­n Marí­a Cullen: Mejora Edilicia.,1,1,1
Escuela Primaria Común N° 03 Policí­a Federal Argentina: mejora edilicia.,1,1,1
Escuela De Comercio N° 33 Maipú: mejora edilicia.,1,1,1
Escuela Primaria Común N° 01 Dr. Antonio Dellepiane: Mejora Edilicia,1,1,1
Escuela De Comercio N° 31 Naciones Unidas: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 14 Dr. Luis Agote: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 21 Lic. Justo José Nuñez: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 02 Tomás Santa Coloma: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 11 Dr. Enrique Mosca: Mejora Edilicia,1,1,1
Escuela De Educ. Espec. Y Form. Lab. N° 04 Dr. Rafael Luis Arcon: Mejora Edilicia.,1,1,1
Esc. Primaria Común N° 14 Islas Malvinas: Obras generales.,1,1,1
Escuela Infantil N° 06: Obra de infraestructura,1,1,1
Escuela Primaria Común N° 08 Cnel. Ing. Pedro Antonio Cerviño: Mejora Edilicia,1,1,1
Esc. Primaria Común N° 07 República írabe De Egipto: Obras generales.,1,1,1
Escuela Primaria Común N° 10 Ada Marí­a Elflein: Obra de infraestructura.,1,1,1
Esc. De Educación Media N° 01 E. Reingreso: Obras generales.,1,1,1
Escuela De Comercio N° 27 Antártida Argentina / Escuela De Comercio N° 04 Baldomero Fernández Moreno: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 09 Homero Manzi: Mejora Edilicia,1,1,1
Escuela Técnica N° 27 Hipólito Yrigoyen: mejora edilicia.,1,1,1
Colegio N° 15 Revolución De Mayo/Colegio N° 06 Manuel Belgrano: Obra de infraestructura.,1,1,1
Centes 3 (Anexo): mejora edilicia.,1,1,1
Escuela De Educación Media N° 03: Mejora Edilicia,1,1,1
Esc. Primaria Común N° 18 Republica De Corea: Obras generales.,1,1,1
Proyecto Remida: Obras generales.,1,1,1
Jardí­n De Infantes Integral N° 08 Marí­a Angela Schiavoni De López: Mejora Edilicia,1,1,1
Esc. Primaria Común N° 23 Belisario Roldan: Obras generales,1,1,1
Escuela Primaria Común N° 18 Jorge Newbery: Obra de infraestructura,1,1,1
Escuela Superior De Comercio N° 03 Hipólito Vieytes: Mejora Edilicia.,1,1,1
Esc. Primaria Común N° 17 Tte. Gral. Luis Maria Campos: Obras generales.,1,1,1
Escuela Primaria Común N° 10 Republica Del Ecuador: Mejora Edilicia.,1,1,1
Esc. Primaria Común N° 23 Republica de Portugal: Obras generales.,1,1,1
Centes N° 4: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 17 Dr. Juan Balestra: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 04 Cnel. Isidoro Suarez: Mejora Edilicia,1,1,1
Escuela Primaria Común N° 15 Provincia De Santa Fe: Mejora Edilicia,1,1,1
Esc. Primaria Común N° 25 Estados Unidos de América: Obras generales.,1,1,1
Escuela Primaria Común N° 17 Francisco De Vitoria: Obra de infraestructura.,1,1,1
Escuela Técnica N° 33 Fundición Maestranza Del Plumerillo: Mejora edilicia.,1,1,1
Escuela Primaria Común N° 24: Mejora Edilicia.,1,1,1
Esc. Primaria Común N° 08 Base Aérea Vicecomodoro Marambio: Obras generales,1,1,1
IES En Lenguas Vivas Juan Ramón Fernández De 1 (Nivel Secundario),1,1,1
Polideportivo Colegio N° 03 Mariano Moreno: Obra de infraestructura,1,1,1
Polo educativo Lugano - Escuela de Educación Primaria N.° 7 D.E. 21,1,1,1
Jin A (01/15): Obras generales,1,1,1
Escuela Primaria Común N° 03 Angela M. De Caviglia: mejora edilicia.,1,1,1
Escuela de Educación Media N.° 5 D.E. 19,1,1,1
Esc. Normal Superior N° 09 Domingo Faustino Sarmiento: Obras generales.,1,1,1
Polo Educativo Mugica: Escuelas Infantil N° 5,1,1,1
Jardin de Infantes Integral N° 17 D.E 5,1,1,1
Hospital Alvear - Infraestructura Y Seguridad,7,1,5
"Hospital Alvear - Trabajos De Instalaciones Termo Mecánicas Y Eléctricas En Pabellón N° 1, Etapa 3",7,1,5
Hospital Ramos Mejí­a - Remodelación Del Sector De Guardia,7,1,5
Hospital Ramos Mejí­a - Infraestructura Y Seguridad,7,1,5
Hospital Durand - Infraestructura Y Seguridad - 2° Etapa,7,1,5
Hospital Durand - Remodelación Del Sector De Guardia,7,1,5
Hospital Durand - Infraestructura Y Seguridad - 1° Etapa,7,1,5
Hospital Piñero - Infraestructura Y Seguridad,7,1,5
Hospital Argerich - Remodelación Del Sector De Guardia,7,1,5
Hospital Penna - Infraestructura y seguridad - 2° Etapa,7,1,5
Hospital Fernández - Infraestructura Y Seguridad - 2° Etapa,7,1,5
Hospital Rivadavia - Infraestructura y Seguridad,7,1,5
Hospital Tornú - Remodelación Del Sector Guardia,7,1,5
Hospital Pirovano - Readecuación Local Residuos Peligrosos,7,1,5
Barrio Pirelli: Reacondicionamiento De Plaza Scapino Y Equipamiento De Plaza Del Vagón,2,1,9
"Entorno Cildañez: Boulevard De La Salle Y Manzana A: Reacondicionamiento En Sector Entre Canchas Y Contrapiso Patio De Juegos Y Manzana 'A', Revoque En Pasillos",2,1,9
"Entorno Cildañez: Manzana C - Infraestructura Pluvial, Cloacal, Agua Corriente Y Veredas",4,1,9
Cancha Y Plaza Castañares y Lacarra,2,1,9
Barrio 1 11 14: Infraestructura De Servicios Y Solados En Pasajes De Manzana 28 Y 29 (Sector 1 Y 2),4,1,9
"Barrio 1 11 14: Infraestructura De Servicios Y Solados En Pasajes Y Pasillos De Manzana 1, 2 Y 3 (Sector 1 Y 2)",4,1,9
Distrito De Las Artes: Plaza Verde Usina Del Arte,2,1,3
Barrio Los Piletones: Plaza En Manzana 4,2,1,3
Canil Parque Lezama,2,1,8
Canil Parque Patricios,2,1,8
Canil Plaza Armenia,2,1,8
Canil San Martin,2,1,8
Canil Centenario - C1,2,1,8
Canil Centenario - C2,2,1,8
Canil Centenario - C3,2,1,8
Reserva Ecológica. Nuevo borde costero - Playa.,2,1,8
Reserva Ecológica: Rambla,2,1,8
9 de Julio - Uade,2,1,8
Parque Centenario: Veredas,2,1,8
Campaña del Chaco: Puesta en valor,2,1,8
Biblioteca Julio Cortázar - Casa De La Lectura: Puesta En Valor,5,1,7
Barrio 20 y Celedonio Escalada: Alumbrado público general,2,1,9
Barrio 1 11 14: Cancha Varela Y Frentes Perito Moreno,2,1,9
Barrio 31: Cedel,5,1,9
"Destacamentos De Bomberos: Remodelación Cuartel de Bomberos III ""BARRACAS"" ",5,1,3
Instituto Superior De Seguridad Pública: Ampliación Polí­gono De Tiro,5,1,3
